distritos,n_defunciones,anio
CERROCOLORADO,128,2022
CHACABAMBA,1,2022
CHACAPALPA,2,2022
CHACAPAMPA,3,2022
CHACAS,1,2022
CHACCHO,2,2022
CHACHAPOYAS,20,2022
CHACLACAYO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CHACHAPOYAS,NA,2022
Distrito,NA,2022
CHACLACAYO,43,2022
CHACOCHE,2,2022
CHADIN,3,2022
CHAGLLA,8,2022
CHALA,5,2022
CHALACO,7,2022
CHALAMARCA,2,2022
CHALCOS,1,2022
CHALHUANCA,5,2022
CHALLABAMBA,4,2022
CHALLHUAHUACHO,8,2022
CHAMACA,5,2022
CHAMBARA,3,2022
CHANCAY,46,2022
CHANCAYBAOS,1,2022
CHANCHAMAYO,20,2022
CHANGUILLO,2,2022
CHAO,23,2022
CHAPARRA,1,2022
CHAPIMARCA,2,2022
CHARACATO,4,2022
CHARAT,2,2022
CHARCANA,1,2022
CHAUPIMARCA,13,2022
CHAVIN,1,2022
CHAVINDEHUANTAR,10,2022
CHAVINDEPARIARCA,1,2022
CHAVINILLO,5,2022
CHAVIA,5,2022
CHAZUTA,10,2022
CHECACUPE,7,2022
CHECCA,4,2022
CHECRAS,1,2022
CHEPEN,68,2022
CHETILLA,1,2022
CHETO,1,2022
CHIARA,6,2022
CHICAMA,13,2022
CHICCHE,4,2022
CHICHAS,1,2022
CHICLA,2,2022
CHICLAYO,139,2022
CHIGUATA,5,2022
CHILCA,76,2022
CHILCAS,2,2022
CHILETE,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CHILCAS,NA,2022
Distrito,NA,2022
CHILETE,2,2022
CHILLIA,7,2022
CHIMBOTE,262,2022
CHINCHAALTA,88,2022
CHINCHABAJA,11,2022
CHINCHAO,24,2022
CHINCHAYPUJIO,8,2022
CHINCHERO,11,2022
CHINCHEROS,6,2022
CHINCHIHUASI,2,2022
CHINCHO,2,2022
CHINGAS,1,2022
CHIPAO,5,2022
CHIPURANA,1,2022
CHIQUIAN,5,2022
CHIRINOS,5,2022
CHIVAY,10,2022
CHOCHOPE,2,2022
CHOCOPE,9,2022
CHOLON,1,2022
CHONGOSALTO,2,2022
CHONGOSBAJO,6,2022
CHONGOYAPE,9,2022
CHONTABAMBA,5,2022
CHONTALI,3,2022
CHORAS,2,2022
CHOROS,1,2022
CHORRILLOS,250,2022
CHOTA,34,2022
CHUCUITO,7,2022
CHUGAY,6,2022
CHUGUR,1,2022
CHULUCANAS,99,2022
CHUMPI,4,2022
CHUNGUI,4,2022
CHUPA,3,2022
CHUPACA,21,2022
CHUPAMARCA,3,2022
CHUPURO,3,2022
CHUQUIBAMBA,6,2022
CHUQUIBAMBILLA,6,2022
CHUQUIS,1,2022
CHURCAMPA,3,2022
CHURUBAMBA,19,2022
CHUSCHI,1,2022
CIENEGUILLA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CHUSCHI,NA,2022
Distrito,NA,2022
CIENEGUILLA,27,2022
CIRCA,3,2022
CIUDADNUEVA,20,2022
COALAQUE,3,2022
COASA,7,2022
COATA,8,2022
COAYLLO,2,2022
COCACHACRA,7,2022
COCHABAMBA,6,2022
COCHARCAS,2,2022
COCHAS,5,2022
COCHORCO,6,2022
CODODELPOZUZO,3,2022
COISHCO,6,2022
COJATA,4,2022
COLAN,9,2022
COLASAY,4,2022
COLCA,3,2022
COLCABAMBA,12,2022
COLPAS,2,2022
COLQUEMARCA,9,2022
COLQUEPATA,9,2022
COLTA,1,2022
COMANDANTENOEL,2,2022
COMAS,483,2022
COMBAPATA,9,2022
CONAYCA,5,2022
CONCEPCION,19,2022
CONCHAMARCA,5,2022
CONCHAN,2,2022
CONCHUCOS,4,2022
CONDEBAMBA,6,2022
CONDOROMA,2,2022
CONDURIRI,4,2022
CONGALLA,8,2022
CONGAS,2,2022
CONIMA,11,2022
CONSTITUCION,13,2022
CONTAMANA,22,2022
CONTUMAZA,16,2022
COPA,1,2022
COPALLIN,1,2022
COPANI,11,2022
COPORAQUE,11,2022
CORACORA,7,2022
CORANI,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
CORACORA,NA,2022
Distrito,NA,2022
CORANI,1,2022
CORDOVA,3,2022
CORIS,1,2022
CORONELCASTAEDA,1,2022
CORONELGREGORIOALB,35,2022
CORRALES,16,2022
CORTEGANA,1,2022
COSME,2,2022
COSPAN,6,2022
COTAHUASI,5,2022
COTARUSE,3,2022
COVIRIALI,1,2022
COYA,3,2022
COYLLURQUI,5,2022
CRISTONOSVALGA,3,2022
CRUCERO,6,2022
CUCHUMBAYA,1,2022
CUENCA,3,2022
CUISPES,2,2022
CUJILLO,1,2022
CULEBRAS,3,2022
CULLHUAS,2,2022
CUMBA,1,2022
CUUMBUQUI,2,2022
CUPI,2,2022
CUPISNIQUE,1,2022
CURAMORI,19,2022
CURAHUASI,11,2022
CURASCO,1,2022
CURGOS,6,2022
CURIBAYA,1,2022
CURICACA,1,2022
CURIMANA,1,2022
CURPAHUASI,1,2022
CUSCO,84,2022
CUSIPATA,6,2022
CUTERVO,17,2022
CUTURAPI,2,2022
CUYOCUYO,8,2022
DANIELALOMIAROBLES,6,2022
DANIELHERNANDEZ,9,2022
DEANVALDIVIA,6,2022
DESAGUADERO,14,2022
ECHARATE,16,2022
EDUARDOVILLANUEVA,3,2022
ELAGUSTINO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
EDUARDOVILLANUEVA,NA,2022
Distrito,NA,2022
ELAGUSTINO,173,2022
ELALTO,11,2022
ELCARMEN,8,2022
ELCARMENDELAFRONT,4,2022
ELCENEPA,3,2022
ELESLABON,4,2022
ELINGENIO,5,2022
ELMANTARO,3,2022
ELPORVENIR,169,2022
ELPRADO,3,2022
ELTALLAN,3,2022
ELTAMBO,139,2022
ELEAZARGUZMANBARR,2,2022
ELIASSOPLINVARGAS,11,2022
EMILIOSANMARTIN,1,2022
ENCAADA,8,2022
ESPINAR,28,2022
ETEN,6,2022
ETENPUERTO,2,2022
EXTRANJERO,45,2022
FERNANDOLORES,6,2022
FERREAFE,19,2022
FLORENCIADEMORA,37,2022
FLORIDA,5,2022
FRIAS,15,2022
GORGOR,1,2022
GREGORIOPITA,3,2022
GROCIOPRADO,24,2022
GUADALUPE,42,2022
GUADALUPITO,4,2022
GUZMANGO,1,2022
HABANA,1,2022
HAQUIRA,10,2022
HERMILIOVALDIZAN,5,2022
HONORIA,2,2022
HUABAL,3,2022
HUACHUAS,1,2022
HUACAR,12,2022
HUACAYBAMBA,1,2022
HUACCANA,10,2022
HUACHAC,7,2022
HUACHIS,3,2022
HUACHO,73,2022
HUACHOCOLPA,3,2022
HUACHON,1,2022
HUACHOS,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
HUACHON,NA,2022
Distrito,NA,2022
HUACHOS,2,2022
HUACRACHUCO,10,2022
HUACRAPUQUIO,1,2022
HUACULLANI,1,2022
HUAILLATI,1,2022
HUALGAYOC,7,2022
HUALHUAS,4,2022
HUALLA,1,2022
HUALLANCA,4,2022
HUALLAYGRANDE,1,2022
HUALMAY,30,2022
HUAMACHUCO,49,2022
HUAMALI,2,2022
HUAMANCACACHICO,4,2022
HUAMANGUILLA,5,2022
HUAMANTANGA,2,2022
HUAMATAMBO,1,2022
HUAMBALPA,2,2022
HUAMBOS,1,2022
HUANCA,1,2022
HUANCAHUANCA,1,2022
HUANCABAMBA,23,2022
HUANCAN,12,2022
HUANCANE,45,2022
HUANCANO,1,2022
HUANCAPI,2,2022
HUANCARAMA,6,2022
HUANCARANI,4,2022
HUANCARAY,2,2022
HUANCARAYLLA,3,2022
HUANCARQUI,1,2022
HUANCASPATA,8,2022
HUANCAVELICA,30,2022
HUANCAYO,105,2022
HUANCHACO,53,2022
HUANCHAY,2,2022
HUANDO,7,2022
HUANIPACA,6,2022
HUANOQUITE,2,2022
HUANTA,27,2022
HUANTAN,1,2022
HUANTAR,3,2022
HUANUARA,3,2022
HUANUCO,76,2022
HUANUHUANU,1,2022
HUAQUIRCA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
Distrito,NA,2022
HUANUHUANU,NA,2022
HUAQUIRCA,2,2022
HUARAL,91,2022
HUARANCHAL,4,2022
HUARANGO,5,2022
HUARAZ,40,2022
HUARI,7,2022
HUARIACA,7,2022
HUARIBAMBA,3,2022
HUARICOLCA,3,2022
HUARIPAMPA,1,2022
HUARMACA,6,2022
HUARMEY,25,2022
HUARO,7,2022
HUAROCHIRI,5,2022
HUAROCONDO,5,2022
HUASAHUASI,14,2022
HUASMIN,5,2022
HUASTA,3,2022
HUATA,5,2022
HUATASANI,3,2022
HUAURA,29,2022
HUAYHUAY,1,2022
HUAYAN,2,2022
HUAYANA,1,2022
HUAYLILLAS,1,2022
HUAYLLABAMBA,8,2022
HUAYLLACAYAN,1,2022
HUAYLLAY,6,2022
HUAYNACOTAS,2,2022
HUAYO,1,2022
HUAYOPATA,5,2022
HUAYRAPATA,1,2022
HUAYTARA,4,2022
HUAYUCACHI,10,2022
HUEPETUHE,2,2022
HUERTAS,2,2022
HUICUNGO,4,2022
HUIMBAYOC,2,2022
HUMAY,3,2022
IBERIA,5,2022
ICA,174,2022
ICHOCAN,2,2022
ICHUA,3,2022
ICHUPAMPA,2,2022
IGNACIOESCUDERO,25,2022
IGUAIN,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
IGNACIOESCUDERO,NA,2022
Distrito,NA,2022
IGUAIN,2,2022
IHUARI,1,2022
IHUAYLLO,1,2022
ILABAYA,7,2022
ILAVE,80,2022
ILLIMO,8,2022
ILO,61,2022
IMAZA,2,2022
IMPERIAL,26,2022
INAMBARI,16,2022
INCAHUASI,3,2022
INCHUPALLA,4,2022
INCLAN,2,2022
INDEPENDENCIA,276,2022
INDIANA,4,2022
INGENIO,3,2022
INKAWASI,4,2022
IAPARI,1,2022
IPARIA,3,2022
IQUITOS,146,2022
IRAY,1,2022
IRAZOLA,5,2022
ISLAY,1,2022
ITE,2,2022
ITUATA,6,2022
JACASCHICO,1,2022
JACASGRANDE,8,2022
JACOBOHUNTER,44,2022
JAEN,78,2022
JAMALCA,1,2022
JANGAS,2,2022
JANJAILLO,1,2022
JAQUI,2,2022
JAUJA,15,2022
JAYANCA,2,2022
JAZAN,4,2022
JEBEROS,2,2022
JENAROHERRERA,2,2022
JEPELACIO,12,2022
JEQUETEPEQUE,3,2022
JESUS,18,2022
JESUSMARIA,154,2022
JESUSNAZARENO,7,2022
JILILI,1,2022
JIVIA,2,2022
JOSECRESPOYCASTILLO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
JIVIA,NA,2022
Distrito,NA,2022
JOSECRESPOYCASTILLO,16,2022
JOSEDOMINGOCHOQUE,6,2022
JOSEGALVEZ,2,2022
JOSELEONARDOORTIZ,55,2022
JOSELUISBUSTAMANTE,76,2022
JOSEMANUELQUIROZ,6,2022
JOSEMARIAQUIMPER,2,2022
JOSESABOGAL,7,2022
JUANESPINOZAMEDRANO,2,2022
JUANGUERRA,5,2022
JUANJUI,25,2022
JULCAMARCA,1,2022
JULCAN,9,2022
JULI,18,2022
JULIACA,240,2022
JUMBILLA,1,2022
JUNIN,16,2022
KELLUYO,5,2022
KIMBIRI,6,2022
KISHUARA,6,2022
KOSIPATA,4,2022
KUNTURKANKI,6,2022
LAARENA,38,2022
LABANDADESHILCAYO,27,2022
LABREA,12,2022
LACAPILLA,1,2022
LACOIPA,13,2022
LACRUZ,9,2022
LAESPERANZA,175,2022
LAHUACA,11,2022
LAJALCA,3,2022
LAJOYA,21,2022
LALIBERTAD,2,2022
LALIBERTADDEPALLAN,1,2022
LAMATANZA,22,2022
LAMERCED,1,2022
LAMOLINA,150,2022
LAMORADA,1,2022
LAOROYA,12,2022
LAPAMPA,1,2022
LAPECA,4,2022
LAPERLA,77,2022
LAPUNTA,8,2022
LATINGUIA,28,2022
LAUNION,66,2022
LAVICTORIA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
LAUNION,NA,2022
Distrito,NA,2022
LAVICTORIA,289,2022
LAYARADALOSPALOS,4,2022
LABERINTO,15,2022
LAGUNAS,3,2022
LAJAS,6,2022
LALAQUIZ,2,2022
LAMAS,11,2022
LAMAY,1,2022
LAMBAYEQUE,27,2022
LAMBRAMA,3,2022
LAMBRAS,1,2022
LAMPA,12,2022
LAMUD,3,2022
LANCONES,14,2022
LANGA,2,2022
LANGUI,2,2022
LARAOS,2,2022
LAREDO,52,2022
LARES,3,2022
LARI,1,2022
LASAMAZONAS,5,2022
LASLOMAS,21,2022
LASPIEDRAS,5,2022
LASPIRIAS,5,2022
LAYO,5,2022
LEONCIOPRADO,1,2022
LEONORORDOEZ,3,2022
LIMA,515,2022
LIMATAMBO,7,2022
LIMBANI,4,2022
LINCE,121,2022
LINCHA,1,2022
LIRCAY,14,2022
LIVITACA,9,2022
LLALLI,6,2022
LLAMELLIN,3,2022
LLAPA,5,2022
LLAPO,1,2022
LLATA,14,2022
LLAUTA,1,2022
LLAYLLA,3,2022
LLIPATA,2,2022
LLOCHEGUA,6,2022
LLOCLLAPAMPA,3,2022
LLUMPA,3,2022
LLUSCO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
LLUMPA,NA,2022
Distrito,NA,2022
LLUSCO,5,2022
LLUTA,3,2022
LOCROJA,4,2022
LOCUMBA,4,2022
LONGOTEA,1,2022
LONYAGRANDE,4,2022
LOSAQUIJES,15,2022
LOSBAOSDELINCA,29,2022
LOSCHANKAS,1,2022
LOSMOROCHUCOS,3,2022
LOSOLIVOS,290,2022
LOSORGANOS,8,2022
LUCANAS,2,2022
LUCMA,3,2022
LUCRE,8,2022
LUISCARRANZA,1,2022
LUNAHUANA,6,2022
LURICOCHA,9,2022
LURIGANCHO,143,2022
LURIN,57,2022
LUYA,2,2022
LUYANDO,14,2022
MACA,2,2022
MACARI,9,2022
MACATE,5,2022
MACHAGUAY,2,2022
MACHE,1,2022
MACHUPICCHU,1,2022
MACUSANI,14,2022
MADREDEDIOS,7,2022
MAGDALENA,7,2022
MAGDALENADECAO,1,2022
MAGDALENADELMAR,87,2022
MAJES,43,2022
MALA,13,2022
MANANTAY,77,2022
MANAS,2,2022
MANCORA,11,2022
MANCOS,9,2022
MANGAS,1,2022
MANITEA,2,2022
MANSERICHE,8,2022
MANU,2,2022
MANUELANTONIOMESO,1,2022
MANZANARES,3,2022
MAAZO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
Distrito,NA,2022
MANZANARES,NA,2022
MAAZO,2,2022
MAQUIA,1,2022
MARA,6,2022
MARANGANI,12,2022
MARANURA,4,2022
MARAS,5,2022
MARCABAL,4,2022
MARCABAMBA,2,2022
MARCAPATA,5,2022
MARCARA,8,2022
MARCAS,2,2022
MARCAVELICA,32,2022
MARCO,1,2022
MARCONA,8,2022
MARGOS,3,2022
MARIAPARADODEBELLI,4,2022
MARIANODAMASOBERA,5,2022
MARIANOMELGAR,55,2022
MARIANONICOLASVALC,8,2022
MARIATANA,1,2022
MARISCALCACERES,5,2022
MARISCALCASTILLA,1,2022
MARISCALGAMARRA,1,2022
MARMOT,1,2022
MASIN,1,2022
MASISEA,2,2022
MASMA,1,2022
MASMACHICCHE,1,2022
MATACOTO,2,2022
MATAHUASI,4,2022
MATARA,3,2022
MATO,1,2022
MATUCANA,11,2022
MAZAMARI,9,2022
MAZAN,3,2022
MEGANTONI,3,2022
MIPERU,27,2022
MIGUELCHECA,10,2022
MIGUELIGLESIAS,2,2022
MIRAFLORES,218,2022
MIRGAS,5,2022
MITO,3,2022
MOCHE,35,2022
MOCHUMI,12,2022
MOHO,30,2022
MOLINO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
MOHO,NA,2022
Distrito,NA,2022
MOLINO,13,2022
MOLINOS,3,2022
MOLLEBAMBA,2,2022
MOLLEBAYA,2,2022
MOLLENDO,29,2022
MOLLEPAMPA,2,2022
MOLLEPATA,4,2022
MONSEFU,10,2022
MONTERO,11,2022
MONZON,7,2022
MOQUEGUA,53,2022
MORALES,22,2022
MORCOLLA,1,2022
MORO,14,2022
MORONA,2,2022
MORROPE,6,2022
MORROPON,22,2022
MOTUPE,16,2022
MOYA,1,2022
MOYOBAMBA,42,2022
MUANI,3,2022
MUQUI,1,2022
MUQUIYAUYO,2,2022
MUSGA,1,2022
"NAMBALLE",3,2022
"NAMORA",6,2022
"NANCHOC",3,2022
"NAPO",3,2022
"NAUTA",18,2022
"NAVAN",1,2022
"NAZCA",42,2022
NEPEA,14,2022
NESHUYA,5,2022
NICOLASDEPIEROLA,5,2022
NIEPOS,2,2022
NIEVA,5,2022
NINABAMBA,6,2022
NINACACA,3,2022
NUEVAARICA,5,2022
NUEVACAJAMARCA,36,2022
NUEVAREQUENA,1,2022
NUEVEDEJULIO,1,2022
NUEVOCHIMBOTE,119,2022
NUEVOIMPERIAL,12,2022
NUEVOOCCORO,2,2022
NUEVOPROGRESO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
NUEVOOCCORO,NA,2022
Distrito,NA,2022
NUEVOPROGRESO,7,2022
NUOA,13,2022
AHUIMPUQUIO,1,2022
OBAS,7,2022
OCAA,1,2022
OCOBAMBA,8,2022
OCONGATE,12,2022
OCOA,3,2022
OCORURO,2,2022
OCOYO,1,2022
OCROS,6,2022
OCUCAJE,8,2022
OCUMAL,1,2022
OLLACHEA,2,2022
OLLANTAYTAMBO,9,2022
OLLARAYA,6,2022
OLLEROS,5,2022
OLMOS,48,2022
OMACHA,3,2022
OMATE,4,2022
OMIA,2,2022
ONDORES,1,2022
ONGOY,6,2022
ORCOPAMPA,3,2022
ORCOTUNA,4,2022
ORONCCOY,1,2022
OROPESA,7,2022
ORURILLO,9,2022
OTOCA,2,2022
OTUZCO,24,2022
OXAMARCA,1,2022
OXAPAMPA,18,2022
OYON,5,2022
OYOTUN,2,2022
PACA,2,2022
PACAIPAMPA,6,2022
PACANGA,20,2022
PACARAOS,2,2022
PACASMAYO,39,2022
PACAYCASA,2,2022
PACCARITAMBO,3,2022
PACCHA,4,2022
PACCHO,3,2022
PACHACAMAC,64,2022
PACHACONAS,2,2022
PACHACUTEC,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
PACHACONAS,NA,2022
Distrito,NA,2022
PACHACUTEC,7,2022
PACHAMARCA,2,2022
PACHANGARA,1,2022
PACHAS,7,2022
PACHIA,1,2022
PACLLON,1,2022
PACOBAMBA,4,2022
PACOCHA,1,2022
PACORA,2,2022
PACUCHA,12,2022
PADREABAD,10,2022
PADREMARQUEZ,2,2022
PAICO,3,2022
PAIJAN,16,2022
PAIMAS,1,2022
PAITA,41,2022
PAJARILLO,3,2022
PALCA,18,2022
PALCAMAYO,8,2022
PALCAZU,7,2022
PALLANCHACRA,2,2022
PALLASCA,2,2022
PALLPATA,4,2022
PALPA,12,2022
PAMPAHERMOSA,4,2022
PAMPACHIRI,2,2022
PAMPACOLCA,3,2022
PAMPAMARCA,4,2022
PAMPAROMAS,2,2022
PAMPAS,14,2022
PAMPASCHICO,1,2022
PAMPASDEHOSPITAL,7,2022
PAMPASGRANDE,2,2022
PANAO,16,2022
PANGOA,27,2022
PAPAYAL,11,2022
PARACAS,2,2022
PARAMONGA,14,2022
PARARIN,1,2022
PARAS,7,2022
PARATIA,2,2022
PARCO,1,2022
PARCONA,38,2022
PARCOY,4,2022
PARDOMIGUEL,12,2022
PARIACOTO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
PARDOMIGUEL,NA,2022
Distrito,NA,2022
PARIACOTO,1,2022
PARIAHUANCA,6,2022
PARINARI,1,2022
PARIAS,73,2022
PAROBAMBA,4,2022
PARURO,5,2022
PASTAZA,2,2022
PATAMBUCO,5,2022
PATAPO,9,2022
PATAYPAMPA,1,2022
PATAZ,4,2022
PATIVILCA,19,2022
PAUCAR,1,2022
PAUCARA,9,2022
PAUCARBAMBA,8,2022
PAUCARCOLLA,9,2022
PAUCARPATA,112,2022
PAUCARTAMBO,18,2022
PAUCAS,1,2022
PAUSA,1,2022
PAZOS,11,2022
PEBAS,6,2022
PEDROGALVEZ,11,2022
PEDROVILCAAPAZA,4,2022
PERENE,35,2022
PHARA,4,2022
PICHACANI,8,2022
PICHANAQUI,27,2022
PICHARI,14,2022
PICHIGUA,2,2022
PICHIRHUA,5,2022
PICHOS,1,2022
PICOTA,11,2022
PICSI,1,2022
PILCHACA,1,2022
PILCOMAYO,11,2022
PILCUYO,27,2022
PILLCOMARCA,29,2022
PILPICHACA,6,2022
PIMENTEL,15,2022
PIMPINGOS,3,2022
PINRA,6,2022
PINTORECODO,3,2022
PIRA,6,2022
PISAC,16,2022
PISACOMA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
PISAC,NA,2022
Distrito,NA,2022
PISACOMA,1,2022
PISCO,69,2022
PISCOBAMBA,6,2022
PISCOYACU,1,2022
PITIPO,1,2022
PITUMARCA,3,2022
PIURA,169,2022
PLATERIA,8,2022
POCOLLAY,16,2022
POCSI,1,2022
POLOBAYA,1,2022
POLVORA,7,2022
POMABAMBA,11,2022
POMACANCHA,1,2022
POMACANCHI,3,2022
POMACOCHA,4,2022
POMAHUACA,6,2022
POMALCA,15,2022
POMATA,17,2022
POROTO,3,2022
POROY,3,2022
POSIC,2,2022
POTONI,3,2022
POZUZO,6,2022
PROGRESO,5,2022
PUCACACA,7,2022
PUCACOLPA,2,2022
PUCALA,5,2022
PUCARA,21,2022
PUCAYACU,2,2022
PUCUSANA,7,2022
PUCYURA,2,2022
PUEBLOLIBRE,156,2022
PUEBLONUEVO,76,2022
PUENTEPIEDRA,220,2022
PUERTOBERMUDEZ,14,2022
PUERTOINCA,7,2022
PUINAHUA,1,2022
PULAN,3,2022
PULLO,6,2022
PUNCHANA,47,2022
PUNO,147,2022
PUNTADEBOMBON,8,2022
PUNTAHERMOSA,6,2022
PUNTANEGRA,4,2022
PUOS,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
PUNTANEGRA,NA,2022
Distrito,NA,2022
PUOS,5,2022
PUQUINA,3,2022
PUQUIO,10,2022
PUSI,4,2022
PUTINA,23,2022
PUTINZA,1,2022
PUTUMAYO,2,2022
PUYCA,3,2022
PUYUSCA,6,2022
QUEHUE,3,2022
QUELLOUNO,10,2022
QUEQUEA,3,2022
QUERCO,1,2022
QUERECOTILLO,30,2022
QUEROBAMBA,2,2022
QUEROCOTILLO,3,2022
QUEROCOTO,3,2022
QUEROPALCA,1,2022
QUIACA,1,2022
QUICACHA,2,2022
QUICHES,1,2022
QUICHUAS,10,2022
QUICHUAY,1,2022
QUILAHUANI,3,2022
QUILCAPUNCU,9,2022
QUILCAS,2,2022
QUILLO,5,2022
QUILMANA,6,2022
QUINCHES,1,2022
QUINISTAQUILLAS,1,2022
QUINUA,11,2022
QUIOTA,4,2022
QUIQUIJANA,10,2022
QUIRUVILCA,7,2022
QUISHUAR,1,2022
QUISQUI,6,2022
QUITOARMA,1,2022
QUIVILLA,1,2022
RAGASH,2,2022
RAHUAPAMPA,1,2022
RAIMONDI,11,2022
RAMONCASTILLA,3,2022
RANRACANCHA,3,2022
RANRAHIRCA,2,2022
RAZURI,2,2022
RECTA,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
RAZURI,NA,2022
Distrito,NA,2022
RECTA,2,2022
RECUAY,4,2022
REQUE,6,2022
REQUENA,23,2022
RICARDOPALMA,9,2022
RICRAN,2,2022
RIMAC,221,2022
RINCONADALLICUAR,3,2022
RIOGRANDE,2,2022
RIONEGRO,16,2022
RIOSANTIAGO,1,2022
RIOTAMBO,6,2022
RIOJA,26,2022
RIPAN,4,2022
ROBLE,1,2022
RONDOCAN,6,2022
RONDOS,5,2022
ROSARIO,5,2022
ROSASPATA,7,2022
RUMISAPA,1,2022
RUPARUPA,50,2022
SABAINO,2,2022
SABANDIA,3,2022
SACANCHE,1,2022
SACHACA,18,2022
SALAS,29,2022
SALAVERRY,16,2022
SALCABAMBA,6,2022
SALCAHUASI,6,2022
SALITRAL,22,2022
SALPO,6,2022
SAMA,2,2022
SAMAN,20,2022
SAMANCO,5,2022
SAMEGUA,3,2022
SAMUELPASTOR,16,2022
SAMUGARI,6,2022
SANAGUSTIN,13,2022
SANANDRES,14,2022
SANANDRESDECUTERVO,2,2022
SANANTON,9,2022
SANANTONIO,36,2022
SANANTONIODECACHI,3,2022
SANANTONIODECHUCA,1,2022
SANANTONIODECUSICA,1,2022
SANBARTOLO,NA,2022
CUADRON,3,2022
DEFUNCIONESREGISTRADASPOR,NA,2022
DISTRITOSSEGNAO,2022,2022
Seleccionecursorsobremapapara,NA,2022
vermayores,NA,2022
detalles,NA,2022
SANANTONIODECUSICA,NA,2022
Distrito,NA,2022
SANBARTOLO,5,2022
SANBARTOLOME,3,2022
SANBERNARDINO,3,2022
SANBORJA,145,2022
SANBUENAVENTURA,1,2022
SANCLEMENTE,24,2022
SANCRISTOBAL,7,2022
